File  Contact Angle  Base Radius
             
g_rad_dmap_22pc_w1000_0.0ns_0.5ns.xvg  91.4860643819  2.26771014038
g_rad_dmap_22pc_w1000_0.5ns_1.0ns.xvg  74.6972896565  2.64940255948
g_rad_dmap_22pc_w1000_1.0ns_1.5ns.xvg  82.1713079311  2.50627040704
g_rad_dmap_22pc_w1000_1.5ns_2.0ns.xvg  80.7287124239  2.52445914663
g_rad_dmap_22pc_w1000_2.0ns_2.5ns.xvg  78.4260148804  2.57359588439
g_rad_dmap_22pc_w1000_2.5ns_3.0ns.xvg  79.1627539621  2.54968848211
g_rad_dmap_22pc_w1000_3.0ns_3.5ns.xvg  77.7321341458  2.58846888133
g_rad_dmap_22pc_w1000_3.5ns_4.0ns.xvg  80.6797223288  2.52934905086
g_rad_dmap_22pc_w1000_4.0ns_4.5ns.xvg  81.3673174957  2.52376875726
g_rad_dmap_22pc_w1000_4.5ns_5.0ns.xvg  83.2421607246  2.48624963538
g_rad_dmap_22pc_w1000_5.0ns_5.5ns.xvg  81.2368409154  2.53024522812
g_rad_dmap_22pc_w1000_5.5ns_6.0ns.xvg  85.1984282501  2.45022771213
g_rad_dmap_22pc_w1000_6.0ns_6.5ns.xvg  76.6561866763  2.60577097395
g_rad_dmap_22pc_w1000_6.5ns_7.0ns.xvg  78.0544835946  2.58398422105
g_rad_dmap_22pc_w1000_7.0ns_7.5ns.xvg  82.0726344468  2.5091620086
g_rad_dmap_22pc_w1000_7.5ns_8.0ns.xvg  83.3921980788  2.49018991164
g_rad_dmap_22pc_w1000_8.0ns_8.5ns.xvg  83.9906887166  2.47067657207
g_rad_dmap_22pc_w1000_8.5ns_9.0ns.xvg  84.132280962  2.46616481388
g_rad_dmap_22pc_w1000_9.0ns_9.5ns.xvg  82.2283912737  2.50676066754
g_rad_dmap_22pc_w1000_9.5ns_10.0ns.xvg  85.7554996253  2.4403671537
g_rad_dmap_22pc_w1000_10.0ns_10.5ns.xvg  82.6523877472  2.49818146818
g_rad_dmap_22pc_w1000_10.5ns_11.0ns.xvg  83.3656644696  2.48556944169
g_rad_dmap_22pc_w1000_11.0ns_11.5ns.xvg  84.4257966053  2.46682587642
g_rad_dmap_22pc_w1000_11.5ns_12.0ns.xvg  83.8251100834  2.48267521073
g_rad_dmap_22pc_w1000_12.0ns_12.5ns.xvg  82.3355529799  2.50112978852
g_rad_dmap_22pc_w1000_12.5ns_13.0ns.xvg  79.379111209  2.5493636589
g_rad_dmap_22pc_w1000_13.0ns_13.5ns.xvg  78.3231746138  2.56882092819
g_rad_dmap_22pc_w1000_13.5ns_14.0ns.xvg  77.7208032122  2.56682451545
g_rad_dmap_22pc_w1000_14.0ns_14.5ns.xvg  79.5820009372  2.56031970453
g_rad_dmap_22pc_w1000_14.5ns_15.0ns.xvg  74.9181166793  2.642498015
g_rad_dmap_22pc_w1000_15.0ns_15.5ns.xvg  72.8854833681  2.6844910636
g_rad_dmap_22pc_w1000_15.5ns_16.0ns.xvg  75.2568213548  2.64651871138
g_rad_dmap_22pc_w1000_16.0ns_16.5ns.xvg  80.6840443965  2.53426557523
g_rad_dmap_22pc_w1000_16.5ns_17.0ns.xvg  83.3172823713  2.49233874814
g_rad_dmap_22pc_w1000_17.0ns_17.5ns.xvg  84.1005183681  2.47166119113
g_rad_dmap_22pc_w1000_17.5ns_18.0ns.xvg  84.11234794  2.46379169309
g_rad_dmap_22pc_w1000_18.0ns_18.5ns.xvg  85.0779045836  2.44498274513
g_rad_dmap_22pc_w1000_18.5ns_19.0ns.xvg  84.83269591  2.44916284227
g_rad_dmap_22pc_w1000_19.0ns_19.5ns.xvg  84.4754982549  2.46249715958
g_rad_dmap_22pc_w1000_19.5ns_20.0ns.xvg  82.7627663884  2.49392514153
g_rad_dmap_22pc_w1000_20.0ns_20.5ns.xvg  78.0989277453  2.57641778741
g_rad_dmap_22pc_w1000_20.5ns_21.0ns.xvg  78.7381494662  2.56379526733
g_rad_dmap_22pc_w1000_21.0ns_21.5ns.xvg  75.8026947406  2.61954893289
g_rad_dmap_22pc_w1000_21.5ns_22.0ns.xvg  74.2006453019  2.66009965858
g_rad_dmap_22pc_w1000_22.0ns_22.5ns.xvg  78.0135192479  2.57251027486
g_rad_dmap_22pc_w1000_22.5ns_23.0ns.xvg  79.4460807264  2.54249352334
g_rad_dmap_22pc_w1000_23.0ns_23.5ns.xvg  80.5012791021  2.5335842184
g_rad_dmap_22pc_w1000_23.5ns_24.0ns.xvg  75.7513145071  2.63140514282
g_rad_dmap_22pc_w1000_24.0ns_24.5ns.xvg  79.7332413763  2.55725277438
g_rad_dmap_22pc_w1000_24.5ns_25.0ns.xvg  85.0943974966  2.45393617108
g_rad_dmap_22pc_w1000_25.0ns_25.5ns.xvg  81.744689696  2.51655038983
g_rad_dmap_22pc_w1000_25.5ns_26.0ns.xvg  82.67755585  2.50366549447
g_rad_dmap_22pc_w1000_26.0ns_26.5ns.xvg  84.5244612091  2.460124836
g_rad_dmap_22pc_w1000_26.5ns_27.0ns.xvg  84.4850083234  2.460092985
g_rad_dmap_22pc_w1000_27.0ns_27.5ns.xvg  83.7434885829  2.477039978
g_rad_dmap_22pc_w1000_27.5ns_28.0ns.xvg  81.9936231679  2.5161555628
g_rad_dmap_22pc_w1000_28.0ns_28.5ns.xvg  82.8868597324  2.50127581334
g_rad_dmap_22pc_w1000_28.5ns_29.0ns.xvg  82.8585496881  2.4881587462
g_rad_dmap_22pc_w1000_29.0ns_29.5ns.xvg  84.1166484671  2.46780071951
g_rad_dmap_22pc_w1000_29.5ns_30.0ns.xvg  81.1835830525  2.5236683994
g_rad_dmap_22pc_w1000_30.0ns_30.5ns.xvg  85.1283951701  2.4495272377
g_rad_dmap_22pc_w1000_30.5ns_31.0ns.xvg  83.8174973442  2.48691495032
g_rad_dmap_22pc_w1000_31.0ns_31.5ns.xvg  85.2104678035  2.45479020185
g_rad_dmap_22pc_w1000_31.5ns_32.0ns.xvg  84.439876563  2.46908062679
g_rad_dmap_22pc_w1000_32.0ns_32.5ns.xvg  83.8556199628  2.47348068272
